Generating SQLite file profiles/cudf_10m_nsys.sqlite from profiles/cudf_10m_nsys.nsys-rep
Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances     Avg (ns)         Med (ns)        Min (ns)       Max (ns)       StdDev (ns)     Style                                                  Range                                                
      0.0           31,904          2       15,952.0       15,952.0       10,816       21,088       7,263.4  void cub::detail::find::find_kernel<cub::detail::find::policy_selector_from_types<char>, const char…
      0.0           31,840         16        1,990.0        1,856.0          800        3,392       1,211.5  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0           31,104          1       31,104.0       31,104.0       31,104       31,104           0.0  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0           28,704         19        1,510.7        1,632.0        1,216        1,760         191.6  void cudf::detail::valid_if_kernel<(int)256, thrust::transform_iterator<cudf::detail::value_accesso…
      0.0           28,512          2       14,256.0       14,256.0       13,728       14,784         746.7  void cub::detail::radix_sort::DeviceRadixSortSingleTileKernel<cub::detail::radix_sort::policy_selec…
      0.0           22,432         20        1,121.6          896.0          800        2,752         585.7  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<int *, i…
      0.0           21,024          1       21,024.0       21,024.0       21,024       21,024           0.0  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, thrust::cud…
      0.0           19,712          4        4,928.0        4,736.0        4,000        6,240         953.9  void cudf::detail::valid_if_n_kernel<cuda::__4::counting_iterator<int, long>, cuda::__4::counting_i…
      0.0           19,424          4        4,856.0        3,888.0          768       10,880       4,964.7  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<cudf::io…
      0.0           19,200         19        1,010.5          960.0          928        1,216         116.0  void cudf::detail::single_thread_kernel<std::unique_ptr<cudf::scalar, std::default_delete<cudf::sca…
      0.0           18,848          3        6,282.7        7,648.0        2,592        8,608       3,232.1  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, thrust::cud…
      0.0           17,632          1       17,632.0       17,632.0       17,632       17,632           0.0  void cub::detail::radix_sort::DeviceRadixSortSingleTileKernel<cub::detail::radix_sort::policy_selec…
      0.0           16,864         12        1,405.3        1,312.0        1,088        2,784         482.5  void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_ty…
      0.0           16,832          2        8,416.0        8,416.0        4,640       12,192       5,340.1  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0           16,544          3        5,514.7        4,640.0        4,224        7,680       1,886.7  void cub::detail::radix_sort::DeviceRadixSortHistogramKernel<cub::detail::radix_sort::policy_select…
      0.0           16,352         11        1,486.5        1,248.0        1,216        2,752         464.9  void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_ty…
      0.0           15,808          2        7,904.0        7,904.0        2,912       12,896       7,059.8  void cub::detail::scan_by_key::DeviceScanByKeyInitKernel<cub::ReduceByKeyScanTileState<int, int, (b…
      0.0           15,456          2        7,728.0        7,728.0        5,952        9,504       2,511.6  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, thrust::cud…
      0.0           13,376          9        1,486.2        1,600.0          800        1,792         283.6  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0           12,736          2        6,368.0        6,368.0        5,888        6,848         678.8  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0           12,128          1       12,128.0       12,128.0       12,128       12,128           0.0  void cub::detail::reduce::DeviceReduceKernel<cub::detail::reduce::policy_selector_from_types<unsign…
      0.0           11,776          1       11,776.0       11,776.0       11,776       11,776           0.0  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0           11,520          4        2,880.0        2,592.0        2,560        3,776         597.5  void cudf::detail::single_thread_kernel<std::unique_ptr<cudf::scalar, std::default_delete<cudf::sca…
      0.0           10,816          4        2,704.0        3,040.0          832        3,904       1,322.1  void cub::detail::batch_memcpy::InitTileStateKernel<cub::ScanTileState<unsigned int, (bool)1>, cub:…
      0.0           10,816          4        2,704.0        2,432.0        2,368        3,584         587.4  void cub::detail::batch_memcpy::MultiBlockBatchMemcpyKernel<cub::detail::batch_memcpy::policy_selec…
      0.0           10,080          6        1,680.0        1,456.0        1,184        3,040         699.8  void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_ty…
      0.0            9,856          2        4,928.0        4,928.0        4,672        5,184         362.0  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, unsigned long, cu…
      0.0            8,960          3        2,986.7        2,976.0        2,144        3,840         848.1  void cub::detail::scan::DeviceCompactInitKernel<cub::ScanTileState<int, (bool)1>, cuda::__4::discar…
      0.0            8,832          5        1,766.4        1,792.0        1,472        1,952         193.9  void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_ty…
      0.0            8,448          6        1,408.0        1,024.0          800        3,232         912.8  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            8,128          1        8,128.0        8,128.0        8,128        8,128           0.0  void cub::detail::find::find_kernel<cub::detail::find::policy_selector_from_types<cuda::std::__4::t…
      0.0            8,128          2        4,064.0        4,064.0          928        7,200       4,435.0  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<char *, …
      0.0            6,816          1        6,816.0        6,816.0        6,816        6,816           0.0  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, int, cub::DeviceF…
      0.0            6,560          2        3,280.0        3,280.0        2,880        3,680         565.7  void cub::detail::scan::DeviceCompactInitKernel<cub::ReduceByKeyScanTileState<int, unsigned long lo…
      0.0            5,856          7          836.6          832.0          768          992          72.6  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            5,568          4        1,392.0        1,312.0        1,056        1,888         352.0  void cub::detail::radix_sort::DeviceRadixSortExclusiveSumKernel<cub::detail::radix_sort::policy_sel…
      0.0            5,504          2        2,752.0        2,752.0        2,016        3,488       1,040.9  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0            5,472          2        2,736.0        2,736.0        1,920        3,552       1,154.0  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            5,280          3        1,760.0        2,208.0          800        2,272         832.0  void cub::detail::find::init_found_pos_pointer<unsigned int, unsigned int>(T1 *, T2)                
      0.0            5,184          2        2,592.0        2,592.0        2,176        3,008         588.3  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            4,640          2        2,320.0        2,320.0        1,920        2,720         565.7  void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_ty…
      0.0            4,448          4        1,112.0          992.0          768        1,696         442.9  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<cudf::io…
      0.0            4,256          2        2,128.0        2,128.0        1,472        2,784         927.7  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<int *, i…
      0.0            4,224          2        2,112.0        2,112.0        1,632        2,592         678.8  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0            4,032          1        4,032.0        4,032.0        4,032        4,032           0.0  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0            4,032          2        2,016.0        2,016.0        1,920        2,112         135.8  void cudf::detail::single_thread_kernel<std::unique_ptr<cudf::scalar, std::default_delete<cudf::sca…
      0.0            3,968          4          992.0          784.0          768        1,632         426.9  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            3,936          3        1,312.0        1,216.0        1,216        1,504         166.3  void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_ty…
      0.0            3,872          2        1,936.0        1,936.0        1,344        2,528         837.2  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0            3,616          2        1,808.0        1,808.0          800        2,816       1,425.5  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            3,584          1        3,584.0        3,584.0        3,584        3,584           0.0  cupy_cub_any_pass2                                                                                  
      0.0            3,552          2        1,776.0        1,776.0        1,344        2,208         610.9  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            3,520          2        1,760.0        1,760.0          768        2,752       1,402.9  void thrust::cuda_cub::core::detail::_kernel_agent<thrust::cuda_cub::__reduce_by_key::InitAgent<cub…
      0.0            3,456          1        3,456.0        3,456.0        3,456        3,456           0.0  void cub::detail::scan::DeviceScanKernel<cub::detail::scan::policy_selector_from_types<signed char …
      0.0            3,456          2        1,728.0        1,728.0        1,440        2,016         407.3  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, cub::Device…
      0.0            3,456          2        1,728.0        1,728.0        1,728        1,728           0.0  void cub::detail::scan::DeviceScanKernel<cub::detail::scan::policy_selector_from_types<thrust::tran…
      0.0            3,424          3        1,141.3        1,056.0        1,056        1,312         147.8  void cub::detail::radix_sort::DeviceRadixSortExclusiveSumKernel<cub::detail::radix_sort::policy_sel…
      0.0            3,392          3        1,130.7        1,056.0        1,024        1,312         157.9  void cub::detail::radix_sort::DeviceRadixSortExclusiveSumKernel<cub::detail::radix_sort::policy_sel…
      0.0            3,264          2        1,632.0        1,632.0        1,472        1,792         226.3  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0            3,264          3        1,088.0          960.0          960        1,344         221.7  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0            3,008          2        1,504.0        1,504.0        1,344        1,664         226.3  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            2,752          2        1,376.0        1,376.0        1,120        1,632         362.0  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, thrust::cud…
      0.0            2,752          2        1,376.0        1,376.0        1,120        1,632         362.0  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, thrust::cud…
      0.0            2,720          1        2,720.0        2,720.0        2,720        2,720           0.0  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, int, cub::DeviceF…
      0.0            2,688          2        1,344.0        1,344.0          832        1,856         724.1  void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, int, cuco::detail…
      0.0            2,592          2        1,296.0        1,296.0        1,152        1,440         203.6  void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_ty…
      0.0            2,464          2        1,232.0        1,232.0        1,088        1,376         203.6  void cub::detail::radix_sort::DeviceRadixSortExclusiveSumKernel<cub::detail::radix_sort::policy_sel…
      0.0            2,432          2        1,216.0        1,216.0        1,088        1,344         181.0  void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(b…
      0.0            2,080          2        1,040.0        1,040.0          800        1,280         339.4  void thrust::cuda_cub::core::detail::_kernel_agent<thrust::cuda_cub::__reduce_by_key::InitAgent<cub…
      0.0            1,728          2          864.0          864.0          800          928          90.5  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::…
      0.0            1,536          2          768.0          768.0          768          768           0.0  void cub::detail::scan::DeviceCompactInitKernel<cub::ScanTileState<unsigned int, (bool)1>, unsigned…
      0.0              832          1          832.0          832.0          832          832           0.0  void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<signed c…

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)            Operation           
 --------  ---------------  -----  ---------  ---------  --------  ---------  -----------  ------------------------------
     40.9       54,518,880    110  495,626.2  346,336.0       896  6,744,800    799,069.2  [CUDA memcpy Device-to-Device]
     30.2       40,277,760    645   62,446.1      832.0       544  9,816,992    623,176.0  [CUDA memcpy Device-to-Host]  
     28.2       37,505,088  1,035   36,236.8    3,392.0       160     94,976     35,813.5  [CUDA memcpy Host-to-Device]  
      0.7          888,256    178    4,990.2      864.0       160    133,696     20,099.1  [CUDA memset]                 

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count  Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  -----  --------  --------  --------  --------  -----------  ------------------------------
  6,260.467    110    56.913    40.000     0.000   756.618       90.749  [CUDA memcpy Device-to-Device]
  2,154.138  1,035     2.081     0.000     0.000     4.194        2.096  [CUDA memcpy Host-to-Device]  
    179.637    178     1.009     0.001     0.000    33.628        5.046  [CUDA memset]                 
     13.301    645     0.021     0.000     0.000     1.499        0.143  [CUDA memcpy Device-to-Host]  

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/openmp_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain OpenMP event data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/opengl_khr_range_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/vulkan_marker_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/dx11_pix_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain DX11 CPU debug markers.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain DX12 GPU debug markers.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/dx12_pix_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain DX12 CPU debug markers.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/wddm_queue_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain WDDM context data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/um_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/um_total_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/openacc_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain OpenACC event data.

Processing [profiles/cudf_10m_nsys.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-armv8/reports/syscall_sum.py]... 
SKIPPED: profiles/cudf_10m_nsys.sqlite does not contain syscall data.

